Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
99203,2 BHK Ready to Occupy Flat for sale in Mani Casa New Town,"The project is having all basic facilities and amenities to suit homebuyers needs and requirements. The project is developed by Mani Group and Shivom Realty, Mani Casa is ready for possession. Kindly get in touch with us for further details.",95 Lac ,8636.0,kolkata,,Ready to Move,12 out of 21,Resale,Unfurnished,North,Main Road,Mani Casa,2,2,1 Covered,Freehold,1100 sqft,,
922,1 BHK Ready to Occupy Flat for sale in Patel Prestige Ambernath West,"1 BHK flat available for sale in Thane in the prime location of Ambernath West. It is based at Patel Prestige complex, that occupies a prominent place in the locality. Your search ends here, because this flat for sale is among the best bargains in town. This apartment ready to move in the Ambernath West is available for an attractive price of INR 24.1 Lac. The flat is available in unfurnished condition. This 1 BHK flat boasts of being in close proximity to significant landmarks like ambernath that enhance the overall living experience.",24.1 Lac ,3518.0,thane,452 sqft,Ready to Move,5 out of 12,New Property,Unfurnished,East,Garden/Park,Patel Prestige,2,1,1 Open,Freehold,,,
183054,2 BHK Ready to Occupy Flat for sale Chhani,"This exquisite 2 BHK Flat is offered for sale in Chhani, Vadodara. This flat for resale is just the type of property you have been searching for! Located in Chhani, this ready to move apartment is sold at a fair selling price of INR 30 Lac. The apartment is semi-furnished. The property is constructed with proximity to major landmarks like behind zenith tins and zenith party plot,nr gurudwara..",30 Lac ,2609.0,vadodara,750 sqft,Ready to Move,5 out of 5,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,2,1,"1 Covered,",Freehold,,,
172700,1 BHK Ready to Occupy Flat for sale in Hari Sanskruti Nashik Road,"This magnificent 1 BHK Flat is available for sale in Nashik Road, Nashik. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Hari Sanskruti. This flat is an attractive property for resale. This ready to move flat in Nashik Road is available for a reasonable price of INR 24 Lac. The spacious apartment is unfurnished.",24 Lac ,5150.0,nashik,,Ready to Move,9 out of 12,Resale,Unfurnished,,,Hari Sanskruti,1,,,,466 sqft,,
29569,"2 BHK Ready to Occupy Flat for sale A Narayanapura, Mahadevapura","This gorgeous 2 BHK Flat is available for sale in A Narayanapura, Bangalore. This flat for resale is a choice property. This ready to move flat located in A Narayanapura is available for purchase at a fair price of INR 65 Lac. The flat is available in semi-furnished condition.",65 Lac ,4062.0,bangalore,1050 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,East,,,2,2,,,,,
102927,2 BHK Ready to Occupy Flat for sale in DLF New Town Heights Rajarhat,"2 BHK, Multistorey Apartment is available for Sale in Rajarhat, Kolkata for 72.0 Lac(s)",72 Lac ,5728.0,kolkata,900 sqft,Ready to Move,2 out of 18,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",DLF New Town Heights,2,2,,,,,
116310,2 BHK Ready to Occupy Flat for sale Rohini Sector 21,"This exquisite 2 BHK Flat is offered for sale in Rohini Sector 21, New Delhi. This apartment for resale is a great choice. Located in Rohini Sector 21, this ready to move apartment is sold at a fair selling price of INR 46 Lac. This contemporary apartment is unfurnished. nearby petrol pump and cng pump are a few nearby landmarks.",46 Lac ,,new-delhi,52 sqm,Ready to Move,2 out of 4,Resale,Unfurnished,,"Garden/Park, Main Road",,2,2,,Freehold,,,
144635,2 BHK Ready to Occupy Flat for sale in Fortune Perfect Kondhwa BK,"This lovely 2 BHK Flat in Kondhwa Budruk, Pune is up for sale. It is in a prime location within the Fortune Perfect. This flat all equipped with required facilities, is up for resale. Located in Kondhwa Budruk, this ready to move apartment is sold at a fair selling price of INR 60 Lac. It is a furnished apartment.",60 Lac ,6993.0,pune,,Ready to Move,12 out of 12,Resale,Furnished,,,Fortune Perfect,2,,,,858 sqft,,
160506,2 BHK Ready to Occupy Flat for sale in Eldeco Residency Greens Sector-PI,"One can find this stunning 2 BHK flat for sale in Sector-Pi, Greater Noida. This flat is placed in a marvellous location within the Eldeco Residency Greens complex. This is one of the best properties available for resale. This ready to move flat in Sector-Pi comes at an affordable price of INR 68.5 Lac. This premium semi-furnished flat spells quality and comfort at a competitive price. near by school , metro and pari chowk are some of the key nearby landmarks.",68.5 Lac ,5269.0,greater-noida,1075 sqft,Ready to Move,2 out of 2,Resale,Semi-Furnished,North - East,Main Road,Eldeco Residency Greens,2,2,1 Open,Leasehold,,,
148486,2 BHK Ready to Occupy Flat for sale Garkheda,"This magnificent 2 BHK Flat is available for sale in Garkheda, Aurangabad. This flat for resale is just the type of property you have been searching for! This ready to move flat in Garkheda comes at an affordable price of INR 47 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities. The property is constructed with proximity to major landmarks like swami samrtha & ganesh mandir, bhaji mandi, school market etc..",47 Lac ,6267.0,aurangabad,,Ready to Move,Ground out of 3,Resale,Unfurnished,East,Main Road,,1,,,Freehold,750 sqft,,
83255,2 BHK Ready to Occupy Flat for sale Radha kunj,"Discover this immaculate 2 BHK flat for sale at the pristine Radha kunj in Jaipur. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move property in Radha kunj is readily available within an affordable cost of INR 50 Lac. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",50 Lac ,3650.0,jaipur,,Ready to Move,10 out of 12,Resale,Semi-Furnished,,,,2,,,Freehold,1370 sqft,,
131602,3 BHK Ready to Occupy Flat for sale in Kesarwani Apartment Dwarka Sector 5,"This ready to move-in 3 BHK flat is available for sale at the premium Dwarka Sector 5 in New Delhi. Well-tucked in the Kesarwani Apartment township, the property is easily accessible. This flat for resale is a choice property. In Dwarka Sector 5, this ready to move flat is available at an attractive price of INR 2.20 Cr. The flat is sold in semi-furnished condition. near by venkateshwar hospitalnear by sector 12 metro station are some major landmarks near the apartment.",2.20 Cr ,12222.0,new-delhi,1600 sqft,Ready to Move,6 out of 8,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Kesarwani Apartment,3,3,"1 Covered,",Freehold,,,
114589,1 BHK Ready to Occupy Flat for sale in Sethia Imperial Avenue Malad East,"This magnificent 1 BHK Flat is available for sale in Malad East, Mumbai. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Sethia Imperial Avenue. This flat all equipped with required facilities, is up for resale. Available at a reasonable selling price of INR 78 Lac, this ready to move apartment in Malad East is a great buy. This immaculate flat boasts of coming in furnished form which takes the entire deal to the next level. opp. times of india malad east are some of the well-known landmarks in this locality.",78 Lac ,21081.0,mumbai,308 sqft,Ready to Move,12 out of 40,Resale,Furnished,East,"Garden/Park, Pool, Main Road",Sethia Imperial Avenue,1,,,Freehold,,,
11780,3 BHK Ready to Occupy Flat for sale in Ashraya 9 New Ranip,"Have a look at this immaculate 3 BHK flat for sale in New Ranip, Ahmedabad. It is based at Ashraya 9 complex, that occupies a prominent place in the locality. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move property in New Ranip is readily available within an affordable cost of INR 51 Lac. The apartment is unfurnished.",51 Lac ,3434.0,ahmedabad,110 sqyrd,Ready to Move,1 out of 7,Resale,Unfurnished,East,Main Road,Ashraya 9,3,2,,Freehold,,,
16378,"3 BHK Ready to Occupy Flat for sale in Sowparnika Skanda Hoodi, Hoodi","Hoodi, Bangalore has an attractive 3 BHK Flat for sale. It is in a prime location within the Sowparnika Skanda. This flat for resale is a choice property. This apartment in one of the significant areas of Hoodi is ready to move, and can be purchased at the best price of INR 1.10 Cr. Available in semi-furnished state, this flat is a great buy.",1.10 Cr ,6162.0,bangalore,,Ready to Move,3 out of 5,Resale,Semi-Furnished,,,,3,,,,1785 sqft,,
77695,"2 BHK Ready to Occupy Flat for sale Alkapur Township, Manikonda, Outer Ring Road","One can find this stunning 2 BHK flat for sale in Alkapur Township, Hyderabad. This apartment for resale is a great choice. This ready to move flat in Alkapur Township comes at an affordable price of INR 67.9 Lac. It is unfurnished to accommodate your needs.",67.9 Lac ,6173.0,hyderabad,,Ready to Move,2 out of 5,Resale,Unfurnished,East,Main Road,,2,,,,1100 sqft,,
63436,"3 BHK Ready to Occupy Flat for sale in Malibu Town Malibu Town, Sector 47","Creatively planned and constructed is a 3 BHK flat for sale in Malibu Town, Gurgaon. Ideally situated in the Malibu Town township it enjoys a prime location. This flat is available as a sale property. You can buy this ready to move flat in Malibu Town at a reasonable price of INR 1.75 Cr. The spacious apartment is semi-furnished. The prime landmarks near this property are opp. jmd megapolis.",1.75 Cr ,12963.0,gurgaon,1296 sqft,Ready to Move,2 out of 4,New Property,Semi-Furnished,East,"Garden/Park, Main Road",Malibu Town,3,2,2 Covered,Freehold,,,
103556,2 BHK Ready to Occupy Flat for sale Belur Math,"Multistorey apartment is available for sale. It covered area of 701 sq-ft, it is a good location property. Please contact for more::::details.",Call for Price,,kolkata,561 sqft,Ready to Move,5 out of 5,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,1,1,,Freehold,,,
90442,3 BHK Ready to Occupy Flat for sale in Akshat Nilay Civil Lines,"Civil Lines, Jaipur has an attractive 3 BHK Flat for sale. Enjoying a prime location, this property is housed in the Akshat Nilay society. This flat for resale is a choice property. You can buy this ready to move flat in Civil Lines at a reasonable price of INR 1.45 Cr. The spacious apartment is semi-furnished. Some neighbouring landmarks are near bais godown.",Call for Price,,jaipur,,Ready to Move,2 out of 8,Resale,Semi-Furnished,North,Main Road,Akshat Nilay,3,3,1 Covered,Freehold,1990 sqft,,
85369,3 BHK Ready to Occupy Flat for sale in Akshat Kailash 2 Bani Park,"This beautiful 3 BHK Flat is available for sale in Bani Park, Jaipur. Located in the Akshat Kailash 2 township, the flat enjoys access to the prime spots in the city. This apartment for resale is a great choice. This ready to move flat in Bani Park comes at an affordable price of INR 1.07 Cr. Available in semi-furnished state, this flat is a great buy. Prominent landmarks in and around this locality are near the d circle garden.",1.07 Cr ,5310.0,jaipur,,Ready to Move,3 out of 4,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Akshat Kailash 2,3,3,1 Covered,Freehold,2015 sqft,,
177303,3 BHK Ready to Occupy Flat for sale in Lake Grove Lakedrive Kundli,"Carefully laid out in the prime location of Kundli in Sonipat, this spacious 3 BHK flat on sale is a meticulously planned project. Strategically situated in the Lake Grove Lakedrive site, it is placed at a prime location. Your hunt for the perfect apartment for sale comes to an end here. The ready to move flat in Kundli is all ready for sale at a low-priced budget of INR 59.5 Lac. The flat has been handed over to the buyer on Jun '22, which is its date of possession. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities. Significant landmarks in its proximity are near main nh-1::::near tdi mall, parker mall.",59.5 Lac ,4026.0,sonipat,1100 sqft,Ready to Move,7 out of 12,New Property,Semi-Furnished,North,Garden/Park,Lake Grove Lakedrive,2,3,1 Covered,Freehold,,,
1084,1 BHK Ready to Occupy Flat for sale Panvel,"This ready to move-in 1 BHK flat is available for sale at the premium Panvel in Navi Mumbai. This apartment is a property of choice for resale. This apartment in one of the significant areas of Panvel is ready to move, and can be purchased at the best price of INR 36 Lac. It is semi-furnished to accommodate your needs.",36 Lac ,6000.0,navi-mumbai,500 sqft,Ready to Move,3 out of 4,Resale,Semi-Furnished,,,,2,2,,,,,
60679,"2 BHK Ready to Occupy Flat for sale in Laxmi Apartments Sector 99A, Delhi Gurgaon Expressway",2 BHK flat available for sale in Gurgaon in the prime location of Sector 99A. This flat is situated in the Laxmi Apartments township and is equipped with premium facilities. This is one of the best properties available for sale. This ready to move flat in Sector 99A can be taken at a very economical pricing of INR 30 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.,30 Lac ,5425.0,gurgaon,600 sqft,Ready to Move,12 out of 12,New Property,Unfurnished,East,Garden/Park,Laxmi Apartments,1,2,,Co-operative Society,,,
15055,3 BHK Ready to Occupy Flat for sale in Swastik Riviera Vaishnodevi Circle,"Up for immediate sale is a 3 BHK apartment in Vaishnodevi Circle, Ahmedabad. Don't miss this bargain flat for sale. This flat is situated in the Swastik Riviera township and is equipped with premium facilities. This flat is an attractive property for resale. This ready to move flat is offered at an economical price of INR 65 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities. The property is strategically placed near prominent places as gandhinagar are close by to tragad and with several schools, hospitals which make for the smooth living of residents.",65 Lac ,4151.0,ahmedabad,103 sqyrd,Ready to Move,12 out of 14,Resale,Unfurnished,East,"Garden/Park, Main Road",Swastik Riviera,3,1,1 Covered,Freehold,,,
